"token","n","joy","anger","anticipation","disgust","fear","sadness","surprise","trust","negative","positive"
"desafortunado",1,0,1,0,1,1,1,0,0,1,0
"desagradable",6,0,1,0,1,1,1,0,0,1,0
"desagradecido",1,0,1,0,1,0,0,0,0,1,0
"desalentar",2,0,0,0,0,1,1,0,0,1,0
"desalmado",1,0,0,0,1,1,1,0,0,1,0
"desalojar",2,0,0,0,0,0,1,0,0,1,0
"desalojo",1,0,1,0,1,1,1,0,0,1,0
"desanimado",2,0,0,0,0,0,1,0,0,1,0
"desanimo",1,0,0,0,0,0,0,0,0,1,0
"desaparecer",2,0,0,0,0,1,0,1,0,0,0
"desapareciendo",1,0,0,0,0,0,0,0,0,0,0
"desaparecio",1,0,0,0,0,1,1,1,0,1,0
"desaparicion",1,0,0,0,0,0,0,0,0,0,0
"desapasionado",1,0,0,0,0,0,1,0,0,1,0
"desapego",1,0,0,0,0,0,0,0,0,1,0
"desapercibido",1,0,0,0,0,0,0,0,0,0,0
"desaprobacion",1,0,0,0,0,0,1,0,0,1,0
"desaprobado",1,0,1,0,0,0,1,0,0,1,0
"desaprobando",1,0,1,0,1,0,1,0,0,1,0
"desaprobar",1,0,1,0,1,1,1,0,0,1,0
"desarmado",1,0,0,0,0,0,0,0,0,0,0
"desarmar",1,0,0,0,0,0,0,0,0,0,0
"desarrollando",1,0,0,0,0,0,0,0,0,0,0
"desarrollar",1,0,0,1,0,0,0,0,0,0,1
"desarrollo",1,0,0,0,0,0,0,0,0,0,0
"desarticular",1,0,0,0,0,0,0,0,0,0,0
"desastre",1,0,1,0,1,1,1,1,0,1,0
"desastroso",1,0,1,0,0,1,1,0,0,1,0
"desatar",1,1,0,0,0,0,0,0,0,1,1
"desatraillar",1,0,0,0,0,0,0,0,0,0,0
"desayuno",1,0,0,0,0,0,0,0,0,0,1
"desbloquear",1,0,0,0,0,0,0,0,0,0,0
"desbordamiento",1,0,0,0,0,0,0,0,0,1,0
"desbordante",1,0,0,0,0,0,0,0,0,0,0
"descalificacion",1,0,0,0,0,0,0,0,0,1,0
"descalificado",1,0,1,0,1,0,1,0,0,1,0
"descalificar",1,0,0,0,0,0,1,0,0,1,0
"descalzo",1,0,0,0,0,0,0,0,0,0,0
"descansar",1,0,0,0,0,0,0,0,0,0,1
"descanso",2,0,0,1,0,0,0,1,0,0,0
"descarado",1,0,1,0,0,0,0,0,0,1,0
"descarga",1,0,0,0,0,0,0,0,0,1,0
"descargado",1,0,0,0,0,0,0,0,0,0,0
"descargar",2,0,0,0,0,0,0,0,0,0,0
"descargo de responsabilidad",1,0,0,0,0,0,0,0,0,0,0
"descartado",1,0,0,0,0,0,0,0,0,0,0
"descartes",1,0,0,0,0,0,0,0,0,1,0
"descendencia",1,0,0,0,0,1,1,0,0,0,0
"descendente",1,0,0,0,0,0,1,0,0,1,0
"descender",1,0,0,0,0,0,0,0,0,0,0
"descendiendo",1,0,0,0,0,0,0,0,0,0,0
"descendiente",2,0,0,0,0,0,0,0,0,0,0
"descenso",1,0,0,0,0,0,0,0,0,1,0
"descifrar",1,0,0,0,0,0,0,0,0,0,0
"descolorado",1,0,0,0,1,0,1,0,0,1,0
"descoloramiento",1,0,0,0,1,0,0,0,0,1,0
"descomponer",1,0,0,0,1,0,0,0,0,0,0
"descomposicion",1,0,0,0,1,1,1,0,0,1,0
"descompuesto",1,0,0,0,0,0,1,0,0,0,0
"descomunal",1,0,0,0,0,1,0,0,0,0,0
"desconcertado",1,0,0,0,0,1,0,1,0,1,0
"desconcierto",1,0,0,0,0,1,0,1,0,0,0
"desconectado",2,0,0,0,0,0,1,0,0,1,0
"desconectar",1,0,0,0,0,0,1,0,0,1,0
"desconexion",1,0,0,0,0,0,0,0,0,1,0
"desconfianza",2,0,1,0,1,1,0,0,0,1,0
"desconocido",3,0,0,1,0,1,0,0,0,1,0
"desconsiderado",3,0,1,0,1,0,1,0,0,1,0
"descontento",2,0,1,0,1,1,1,0,0,1,0
"descorazonador",1,0,0,0,0,0,1,0,0,1,0
"descortes",2,0,0,0,1,0,0,0,0,1,0
"descredito",1,0,0,0,0,0,0,0,0,1,0
"describir",1,0,0,0,0,0,0,0,0,0,0
"descripcion",1,0,0,0,0,0,0,0,0,0,0
"descriptivo",1,0,0,0,0,0,0,0,0,0,1
"desct",1,0,0,0,0,0,0,0,0,0,0
"descuartizado",1,0,0,0,0,0,0,0,0,0,0
"descubrimiento",1,0,0,0,0,0,0,0,0,0,1
"descubrir",2,0,0,0,0,0,0,1,0,0,0
"descuento",1,0,0,0,0,0,0,0,0,0,0
"descuidado",4,0,1,0,1,0,1,0,0,1,0
"descuidar",1,0,0,0,0,0,0,0,0,1,0
"descuido",1,0,1,0,1,0,0,0,0,1,0
"desden",2,0,1,0,1,0,0,0,0,1,0
"desdenoso",1,0,1,0,0,0,0,0,0,1,0
"deseable",1,0,0,0,0,0,0,0,0,0,1
"deseando",2,1,0,1,0,0,0,0,1,0,1
"desecho",2,0,0,0,0,0,0,0,0,1,0
"deseducado",1,0,0,0,0,0,1,0,0,1,0
"desembolsar",1,0,0,0,0,0,0,0,0,0,0
"desembolso",1,0,0,0,0,0,0,0,0,0,0
"desempenar",1,0,0,0,0,0,0,0,0,0,0
"desempleados",1,0,0,0,0,1,1,0,0,1,0
"desenfrenado",3,0,1,1,0,1,0,1,0,1,1
"desenmascarar",1,0,0,0,0,0,0,0,0,0,0
"desenterrar",1,0,0,0,0,0,0,0,0,0,0
"deseoso",2,0,0,1,0,0,0,0,0,0,1
"desequilibrado",2,0,0,0,0,0,0,0,0,0,0
"desercion",2,0,0,0,0,1,0,0,0,1,0
"deservicio",1,0,1,0,1,0,1,0,0,1,0
"desesperacion",3,0,1,0,1,1,1,0,0,1,0
"desesperado",3,0,0,0,0,1,1,0,0,1,0
"desesperanzado",1,0,0,0,0,1,1,0,0,1,0
"desestructurado",1,0,0,0,0,0,0,0,0,1,0
"desfallecer",1,0,0,0,0,1,0,0,0,1,0
"desfavorable",1,0,0,0,1,0,1,0,0,1,0
"desfigurado",1,0,1,0,1,1,1,0,0,1,0
"desfile",1,1,0,1,0,1,0,1,0,1,1
"desfloracion",1,0,0,0,0,0,0,0,0,0,0
"desgarrar",2,0,0,0,0,0,0,0,0,1,0
"desgaste",1,0,0,0,0,0,0,0,0,0,0
"desglose",1,0,0,0,0,0,0,0,0,1,0
"desgracia",2,0,1,0,1,1,1,0,0,1,0
"desgraciado",2,0,1,0,1,0,1,0,0,1,0
"deshabilitar",1,0,0,0,0,1,1,0,0,1,0
"deshabitado",1,0,0,0,0,0,0,0,0,0,0
"deshacer",2,0,0,0,0,0,0,0,0,1,0
"deshecho",1,0,1,0,0,0,1,0,0,1,0
"deshidratado",1,0,0,0,0,0,0,0,0,0,0
"deshielo",1,0,0,0,0,0,0,0,0,0,0
"deshierbe",1,0,0,0,0,0,0,0,0,0,0
"deshonestidad",1,0,0,0,1,0,0,0,0,1,0
"deshonesto",1,0,1,0,1,0,1,0,0,1,0
"deshonra",1,0,1,0,1,1,1,0,0,1,0
"deshonrado",1,0,1,0,1,0,1,0,0,1,0
"deshuesado",1,0,0,0,0,0,0,0,0,0,0
"desierto",2,0,1,1,1,1,1,0,0,1,0
"designacion",1,0,0,0,0,0,0,0,1,0,0
"designado",1,0,0,0,0,0,0,0,0,0,0
"desigual",2,0,1,0,1,1,1,0,0,1,0
"desigualdad",1,0,1,0,0,1,1,0,0,1,0
"desilusion",1,0,1,0,1,0,1,0,0,1,0
"desinfeccion",1,0,0,0,0,0,0,0,0,0,1
"desinfectante",1,0,0,0,0,0,0,0,0,0,0
"desinfectar",1,0,0,0,0,0,0,0,0,0,0
"desinflar",1,0,1,0,0,0,1,0,0,1,0
"desinformacion",1,0,1,0,0,1,0,0,0,1,0
"desintegracion",1,0,0,0,0,0,0,0,0,1,0
"desintegrarse",1,0,0,0,1,1,0,0,0,1,0
"desinteresado",2,0,0,0,0,0,1,0,0,1,0
"desinvertido",1,0,0,0,0,0,0,0,0,1,0
"desleal",1,0,0,0,0,0,1,0,0,1,0
"deslizamiento de tierra",1,0,0,0,0,1,1,0,0,1,0
"deslizar",2,0,0,0,0,0,0,1,0,1,0
"deslucido",1,0,0,0,0,0,0,0,0,1,0
"deslumbrador",1,0,1,0,0,0,0,0,0,1,0
"deslumbrante",1,0,0,0,0,0,0,0,0,0,0
"deslustre",1,0,0,0,1,0,1,0,0,1,0
"desmanado",1,0,0,0,0,0,0,0,0,1,0
"desmayo",2,0,0,0,0,1,1,1,0,1,0
"desmembramiento",1,0,0,0,1,1,1,0,0,1,0
"desmontar",1,0,0,0,0,0,0,0,0,0,0
"desmoralizado",1,0,0,0,0,1,1,0,0,1,0
"desmoronandose",1,0,0,0,0,0,1,0,0,1,0
"desnatadora",1,0,0,0,0,0,0,0,0,0,0
"desnatar",1,0,0,0,0,0,0,0,0,0,0
"desnudez",1,0,0,0,0,0,0,0,0,0,0
"desnudo",3,0,0,0,0,0,0,0,0,0,0
"desobedecer",1,0,1,0,1,0,0,0,0,1,0
"desobediencia",1,0,1,0,1,0,0,0,0,1,0
"desobediente",1,0,1,0,0,0,0,0,0,1,0
"desocupado",1,0,0,0,0,0,0,0,0,0,0
"desodorante",1,0,0,0,0,0,0,0,0,0,0
"desolado",1,0,0,0,0,0,1,0,0,1,0
"desorden",4,0,1,0,1,1,0,0,0,1,0
"desordenado",5,0,0,0,1,0,0,0,0,1,0
"desorganizado",1,0,0,0,0,0,0,0,0,0,0
"despacho",1,0,0,0,0,0,0,0,0,0,0
"despacio",1,0,0,0,0,0,0,0,0,0,0
"despecho",1,0,1,0,0,0,0,0,0,1,0
"despectivo",2,0,1,0,1,1,1,0,0,1,0
"despedida",1,0,0,0,0,0,0,0,0,0,0
"despedir",1,0,0,0,0,0,0,0,0,0,0
"despegar",1,0,0,0,0,0,0,0,0,0,0
"despejado",1,0,0,0,0,0,0,0,0,0,0
"despensa",2,0,0,0,0,0,0,0,0,0,0
"desperdiciado",1,0,1,0,1,0,0,0,0,1,0
"desperdicio",1,0,0,0,1,0,0,0,0,1,0
"despertar",3,0,0,1,0,0,0,0,0,0,1
"despertarse",1,0,0,0,0,0,0,0,0,0,0
"despiadado",1,0,0,0,0,1,0,0,0,1,0
"despido",1,0,1,0,1,1,1,1,0,1,0
"despierto",1,0,0,0,0,0,0,0,0,0,0
"desplazado",1,0,1,0,0,1,1,0,0,0,0
"desplazamiento",1,0,0,0,0,0,0,0,0,0,0
"desplazar",1,0,0,0,0,0,0,0,0,1,0
"desplazarse",1,0,0,0,0,0,0,0,0,0,0
"desplegar",2,0,0,1,0,0,0,0,0,0,1
"despojado",1,0,1,1,1,1,1,0,0,1,0
"despojar",1,0,0,0,0,0,0,0,0,0,0
"despojo",1,0,0,0,0,0,0,0,0,1,0
"desposeido",1,0,1,0,0,1,1,0,0,1,0
"despotico",2,0,1,0,0,1,0,0,0,1,0
"despotismo",1,0,1,0,1,1,1,0,0,1,0
"despotricar",1,0,0,0,0,0,0,0,0,0,0
"despreciable",3,0,1,0,1,0,0,0,0,1,0
"despreciar",1,0,1,0,1,0,0,0,0,1,0
"desprecio",1,0,1,0,1,1,0,0,0,1,0
"despreocupado",1,0,0,0,0,0,0,0,0,0,0
"desprevenido",1,0,0,0,0,0,0,0,0,1,0
"desprotegido",1,0,0,0,0,0,0,0,0,1,0
"despues",1,0,0,0,0,0,0,0,0,0,0
"destello",4,0,1,0,0,1,0,0,0,1,0
"destenido",1,0,0,0,0,0,0,0,0,0,0
"destenir",1,0,0,0,0,0,0,0,0,1,0
"desterrar",1,0,1,0,1,1,1,0,0,1,0
"destierro",1,0,1,0,1,0,1,0,0,1,0
"destilacion",1,0,0,0,0,0,0,0,0,0,1
"destilar",1,0,0,0,0,0,0,0,0,0,0
"destinado",2,0,0,1,0,0,0,0,0,0,1
"destinatario",1,0,0,0,0,0,0,0,0,0,0
"destino",3,1,0,1,0,1,1,1,0,1,1
"destornillador",1,0,0,0,0,0,0,0,0,0,0
"destreza",1,0,0,0,0,0,0,0,0,0,1
"destrozada",1,0,0,0,0,0,1,0,0,1,0
"destrozado",1,0,1,0,0,1,1,0,0,1,0
"destruccion",1,0,1,0,0,0,0,0,0,1,0
"destructivo",1,0,1,0,1,1,0,0,0,1,0
"destructor",1,0,1,0,0,1,0,0,0,1,0
"destruido",1,0,1,0,0,1,1,0,0,1,0
"destruyendo",1,0,1,0,0,1,1,0,0,1,0
"desuso",1,0,0,0,0,0,0,0,0,1,0
"desvan",1,0,0,0,0,0,0,0,0,0,0
"desventaja",2,0,0,0,0,0,1,0,0,1,0
"desvergonzado",2,0,0,0,1,0,0,0,0,1,0
"desviacion",3,0,0,0,0,0,1,1,0,0,1
"desviado",1,0,0,0,0,0,0,0,0,0,0
"desviar",1,0,0,0,0,0,0,0,0,0,0
"desviarse",2,0,0,0,0,0,0,0,0,0,0
"desvio",1,0,0,0,0,0,0,0,0,0,0
"detallar",1,0,0,0,0,0,0,0,0,0,0
"detalle",1,0,0,0,0,0,0,0,0,0,0
"detalles",1,0,0,0,0,0,0,0,0,0,0
"detallista",1,0,0,0,0,0,0,0,0,0,0
"deteccion",1,0,0,0,0,0,0,0,0,0,1
"detectable",1,0,0,0,0,0,0,0,0,0,0
"detectar",1,0,0,0,0,0,0,0,0,0,1
"detective",2,0,0,0,0,0,0,0,0,0,0
"detector",1,0,0,0,0,0,0,0,0,0,0
"detencion",2,0,0,0,0,1,1,0,0,1,0
"detener",2,0,0,0,0,0,0,0,0,1,0
"detengase",1,0,0,0,0,0,0,0,0,0,0
"detenido",1,0,1,1,0,1,1,0,0,1,0
"detergente",1,0,0,0,0,0,0,0,0,0,0
"deteriorado",1,0,0,0,1,0,1,0,0,1,0
"deteriorarse",1,0,0,0,0,1,1,0,0,1,0
"deterioro",1,0,1,0,1,1,1,0,0,1,0
"determinable",1,0,0,0,0,0,0,0,0,0,0
"determinacion",1,0,0,0,0,0,0,0,1,0,1
"determinado",2,0,0,1,0,0,0,0,1,0,1
"detestar",2,0,1,0,1,0,0,0,0,1,0
"detonacion",1,0,1,0,0,0,0,0,0,0,0
"detonar",1,0,0,0,0,1,0,1,0,1,0
"detraer",1,0,1,0,0,0,0,0,0,1,0
"detras",1,0,0,0,0,0,0,0,0,0,0
"detrimento",1,0,0,0,0,0,0,0,0,1,0
"detrito",1,0,0,0,0,0,0,0,0,1,0
"deuda",1,0,0,0,0,0,1,0,0,1,0
"deudas",1,0,0,0,0,0,0,0,0,0,0
"deudor",1,0,0,0,0,0,0,0,0,1,0
"deudor hipotecario",1,0,0,0,0,1,0,0,0,0,0
"devanado",1,0,0,0,0,0,0,0,0,0,0
"devastacion",1,0,1,0,0,1,1,1,0,1,0
"devastador",1,0,1,0,1,1,1,0,1,1,0
"devastar",1,0,1,0,0,1,1,0,0,1,0
"devolucion",1,0,0,0,0,0,0,0,0,1,0
"devolver",1,0,0,0,0,0,0,0,0,0,0
"devorar",1,0,0,0,0,0,0,0,0,1,0
"devoto",2,1,0,1,0,0,0,0,1,0,1
"dextrosa",1,0,0,0,0,0,0,0,0,0,0
"dia",1,0,0,0,0,0,0,0,0,0,0
"dia del juicio final",1,0,1,1,1,1,1,0,0,1,0
"dia siguiente",1,0,0,1,0,0,0,0,0,0,0
"diablillo",1,0,0,0,0,0,0,0,0,0,0
"diabolico",2,0,1,0,1,1,0,0,0,1,0
"diacono",1,0,0,0,0,0,0,0,1,0,0
"diafragma",1,0,0,0,0,0,0,0,0,0,0
"diagnostico",3,0,0,1,0,1,0,0,1,1,0
"diagrama",1,0,0,0,0,0,0,0,0,0,0
"dialectico",1,0,0,0,0,0,0,0,0,0,0
"dialecto",1,0,0,0,0,0,0,0,0,0,0
"dialogo",1,0,0,0,0,0,0,0,0,0,0
"diamante",1,1,0,0,0,0,0,0,0,0,1
"diamantes",1,0,0,0,0,0,0,0,0,0,0
"diametro",1,0,0,0,0,0,0,0,0,0,0
"diariamente",1,0,0,1,0,0,0,0,0,0,0
"diario",2,1,0,0,0,0,0,0,1,0,1
"diarrea",1,0,0,0,1,0,0,0,0,0,0
"diatriba",2,0,1,0,1,0,0,0,0,1,0
"dibujar",1,0,0,0,0,0,0,0,0,0,0
"dibujo",1,0,0,0,0,0,0,0,0,0,0
"dibujos animados",1,0,0,0,0,0,0,0,0,0,0
"diccion",1,0,0,0,0,0,0,0,0,0,0
"diccionario",1,0,0,0,0,0,0,0,1,0,1
"diccionario geografico",1,0,0,0,0,0,0,0,0,0,0
"dicotomia",1,0,0,0,0,0,0,0,0,0,0
"dicotomico",1,0,0,0,0,0,0,0,0,0,0
"dictado",1,0,0,0,0,0,0,0,0,0,0
"dictador",1,0,0,0,0,1,0,0,0,1,0
"dictadura",1,0,1,1,1,1,1,0,0,1,0
"dictamen",1,0,0,0,0,0,0,0,1,0,0
"dictar",1,0,0,0,0,0,0,0,0,0,0
"dictatorial",1,0,1,0,0,0,0,0,0,1,0
"didactico",1,0,0,0,0,0,0,0,0,0,1
"diente",3,0,0,0,0,0,0,0,0,0,0
"dientes",1,0,0,0,0,0,0,0,0,0,0
"diestro",1,0,0,0,0,0,0,0,0,0,0
"dieta",1,0,0,0,0,0,0,0,0,0,0
"dietetico",1,0,0,1,0,0,0,0,0,0,1
"diez",1,0,0,0,0,0,0,0,0,0,0
"diez centavos",1,0,0,0,0,0,0,0,0,0,0
"diezmo",1,0,0,0,0,0,0,0,0,0,0
"difamacion",2,0,1,0,1,1,0,0,1,1,0
"difamatorio",3,0,1,0,0,0,0,0,0,1,0
"diferencia",2,0,0,0,0,0,0,0,0,0,0
"diferenciacion",1,0,0,0,0,0,0,0,0,0,0
"diferencial",1,0,0,0,0,0,0,0,1,0,0
"diferencias",1,0,0,0,0,0,0,0,0,0,0
"diferente",1,0,0,0,0,0,0,0,0,0,0
"diferente a",1,0,0,0,0,0,0,0,0,0,0
"diferentemente",1,0,0,0,0,0,0,1,0,0,0
"diferir de",1,0,0,0,0,0,0,0,0,0,0
"dificil",4,0,1,0,1,1,1,0,0,1,0
"dificultad",1,0,1,0,0,1,1,0,0,1,0
"dificultades",1,0,0,0,0,0,1,0,0,1,0
"difuminar",1,0,0,0,0,0,0,0,0,1,0
"difundir",1,0,0,0,0,0,0,0,0,0,0
"difunto",1,0,0,0,0,0,1,0,0,1,0
"difusion",1,0,0,0,0,0,0,0,0,0,0
"difuso",2,0,0,0,0,0,0,0,0,0,0
"digerir",1,0,0,0,0,0,0,0,0,0,0
"digestion",1,0,0,0,0,0,0,0,0,0,0
"digito",1,0,0,0,0,0,0,0,1,0,0
"dignidad",1,0,0,0,0,0,0,0,1,0,1
"digno",2,0,0,0,0,0,0,0,0,0,1
"dilacion",1,0,0,0,0,0,0,0,0,1,0
"dilatacion",2,0,0,0,0,0,0,0,0,0,0
"dilema",2,0,1,0,0,1,0,0,0,1,0
"diligencia",1,0,0,0,0,0,0,0,1,0,1
"diligente",1,0,0,0,0,0,0,0,0,0,0
"dilucidar",1,0,0,0,0,0,0,0,1,0,1
"dilucion",1,0,0,0,0,0,0,0,0,0,0
"diluente",1,0,0,0,0,0,0,0,0,0,0
"diluido",2,0,0,0,0,0,0,0,0,1,0
"diluvio",1,0,0,0,0,1,1,1,0,1,0
"dimension",1,0,0,0,0,0,0,0,0,0,0
"dimensiones",1,0,0,0,0,0,0,0,0,0,0
"dimes y diretes",1,0,1,0,1,0,0,0,0,1,0
"diminutivo",1,0,0,0,0,0,0,0,0,0,0
"diminuto",1,0,0,0,0,0,0,0,0,0,0
"dinamica",2,0,0,0,0,0,0,1,0,0,0
"dinamico",1,0,0,0,0,0,0,0,0,0,0
"dinamita",1,0,0,0,0,0,0,0,0,0,0
"dinastia",1,0,0,0,0,0,0,0,0,0,0
"dinero",2,1,1,1,0,1,0,1,1,0,1
"dinosaurio",1,0,0,0,0,1,0,0,0,0,0
"diocesano",1,0,0,0,0,0,0,0,0,0,0
"diocesis",1,0,0,0,0,0,0,0,0,0,0
"diorama",1,0,0,0,0,0,0,0,0,0,0
"dios",1,1,0,1,0,1,0,0,1,0,1
"diosa",1,0,0,0,0,0,0,0,0,0,0
"diploma",1,0,0,0,0,0,0,0,0,0,0
"diplomacia",1,0,0,1,0,0,0,0,1,0,1
"diplomatico",3,0,0,0,1,0,0,0,1,0,1
"diputado",1,0,0,0,0,0,0,0,1,0,0
"dique",3,0,0,0,0,1,0,0,1,0,0
"direccion",2,0,0,0,0,0,0,0,0,0,0
"direcciones",1,0,0,1,0,0,0,0,0,0,1
"directamente",2,0,0,0,0,0,0,0,0,0,0
"directo",1,0,0,0,0,0,0,0,1,0,1
"director",1,0,0,0,0,0,0,0,1,0,1
"director de fotografia",1,0,0,0,0,0,0,0,0,0,0
"directorio",1,0,0,0,0,0,0,0,0,0,0
"dirigible",1,0,0,0,0,0,0,0,0,0,0
"dirigido",1,0,0,0,0,0,0,0,0,0,0
"dirigir",1,0,0,0,0,0,0,0,0,0,0
"discapacidad",2,0,0,0,0,0,1,0,0,1,0
"discernible",1,0,0,0,0,0,0,0,0,0,0
"discernimiento",1,0,0,0,0,0,0,0,0,0,0
"discernir",1,0,0,0,0,0,0,0,0,0,0
"disciplina",1,0,0,0,0,1,0,0,0,1,0
"discipulo",1,0,0,0,0,0,0,0,1,0,0
"disco",2,0,0,0,0,0,0,0,0,0,0
"discontinuacion",1,0,0,0,0,0,0,0,0,0,0
"discontinuar",1,0,0,0,0,0,0,0,0,1,0
"discontinuidad",1,0,0,0,1,1,1,0,0,1,0
"discontinuo",1,0,0,0,0,0,0,0,0,0,0
"discordancia",1,0,0,0,0,0,0,0,0,1,0
"discorde",1,0,0,0,0,1,1,0,0,1,0
"discordia",1,0,1,0,1,0,0,0,0,1,0
"discrecion",1,0,0,1,0,0,0,0,1,0,1
"discrecional",1,0,0,0,0,0,0,0,0,0,1
"discrepancia",1,0,0,0,0,0,0,0,0,0,0
"discrepar",1,0,1,0,0,0,0,0,0,1,0
"discreto",4,0,0,1,0,0,0,0,0,0,1
"discriminacion",1,0,1,0,1,1,1,0,0,1,0
"discriminante",1,0,0,0,1,0,0,0,0,1,0
"discriminar",1,0,1,0,0,0,1,0,0,1,0
"disculpa",1,0,0,0,0,0,0,0,0,0,1
"disculpar",1,0,0,0,0,0,0,0,0,1,0
"disculparse",1,0,0,0,0,0,1,0,1,0,1
"discurso",3,0,0,0,0,0,0,0,0,0,1
"discusion",1,0,0,0,0,0,0,0,0,0,1
"discutible",2,0,0,0,0,0,0,0,0,1,0
"discutido",1,0,0,0,0,0,0,0,0,0,0
"discutidor",1,0,0,0,0,0,0,0,0,1,0
"discutiendo",1,0,1,0,1,1,1,0,0,1,0
"discutir",1,0,1,0,0,0,0,0,0,1,0
"disecar",1,0,0,0,0,0,0,0,0,0,0
"diseccion",1,0,0,0,1,0,0,0,0,0,0
"diseminacion",1,0,0,0,0,0,0,0,0,0,0
"diseminar",1,0,0,0,0,0,0,0,0,0,1
"disenado",1,0,0,0,0,0,0,0,0,0,0
"disenador",1,0,0,0,0,0,0,0,0,0,1
"diseno",2,0,0,0,0,0,0,0,0,0,0
"disension",1,0,1,0,0,0,0,0,0,1,0
"disenteria",1,0,0,0,1,0,1,0,0,1,0
"disentimiento",1,0,0,0,0,0,0,0,0,0,0
"disertacion",1,0,0,0,0,0,0,0,0,0,0
"disfraz",2,0,0,0,0,0,0,0,0,0,0
"disfrazado",1,0,0,0,0,0,0,0,0,0,0
"disfrutando",1,1,0,1,0,0,0,0,1,0,1
"disfrutar",2,1,0,1,0,0,0,0,1,0,1
"disgustado",2,0,1,0,1,1,1,0,0,1,0
"disgusto",4,0,1,0,1,0,1,0,0,1,0
"disidente",2,0,1,0,0,1,0,0,0,1,0
"disimil",1,0,0,0,0,0,0,0,0,0,0
"disipado",1,0,0,0,0,0,0,0,0,0,0
"disipar",2,0,0,0,0,0,1,0,0,1,0
"dislocacion",1,0,0,0,0,0,0,0,0,0,0
"dislocado",1,0,1,0,1,1,1,0,0,1,0
"disminucion",3,0,0,0,0,0,0,0,0,0,0
"disminuido",2,0,0,0,0,0,0,0,0,1,0
"disminuir",4,0,0,0,0,0,1,0,0,1,0
"disociacion",1,0,0,0,0,0,0,0,0,0,0
"disolucion",1,0,1,0,0,1,1,1,0,1,0
"disolver",2,0,0,0,0,0,0,0,0,0,0
"disonancia",1,0,1,0,0,0,0,0,0,1,0
"dispar",1,0,0,0,0,0,0,0,0,0,0
"disparar",1,0,1,0,0,1,0,0,0,1,0
"disparates",1,0,0,0,0,0,0,0,0,1,0
"disparidad",1,0,1,0,1,0,1,0,0,1,0
"disparo",2,0,1,0,0,1,1,1,0,1,0
"dispensa",1,0,0,0,0,0,0,0,0,0,0
"dispensar",1,0,0,0,0,0,0,0,0,0,0
"dispepsia",1,0,0,0,0,0,0,0,0,0,0
"dispersar",1,0,0,0,0,0,0,0,0,0,0
"dispersion",3,0,0,0,0,0,0,0,0,1,0
"disperso",2,0,0,0,0,0,0,0,0,0,0
"disponer",1,0,0,0,1,0,0,0,0,0,0
"disposicion",2,0,0,0,0,0,0,0,0,0,0
"dispositivo",1,0,0,0,0,0,0,0,0,0,0
"dispuesto",2,0,0,1,0,0,0,0,1,0,1
"disputa",1,0,1,0,0,0,0,0,0,1,0
"disputar",1,0,1,0,0,0,0,0,0,1,0
"disquete",1,0,0,0,0,0,0,0,0,0,0
"distal",1,0,0,0,0,0,0,0,0,0,0
"distancia",1,0,0,0,0,0,0,0,0,0,0
"distanciado",1,0,0,0,0,0,0,0,0,1,0
"distante",1,0,0,0,0,0,0,0,0,0,0
"distincion",1,0,0,0,0,0,0,0,0,0,1
"distinguible",1,0,0,0,0,0,0,0,0,0,0
"distinguido",1,0,0,0,0,0,0,0,0,0,0
"distinguir",1,0,0,0,0,0,0,0,0,0,0
"distintivo",2,0,0,0,0,0,0,0,0,0,0
"distorsion",1,0,0,0,0,0,0,0,0,1,0
"distorsionado",2,0,0,0,1,0,0,0,0,1,0
"distraccion",1,0,0,0,0,0,0,0,0,1,0
"distraer",1,0,0,0,0,0,0,0,0,1,0
"distraido",1,0,1,0,0,0,0,0,0,1,0
"distrayendo",1,0,1,1,0,0,0,0,0,1,0
"distribucion",1,0,0,0,0,0,0,0,0,0,0
"distribuidor",1,0,0,0,0,0,0,0,0,0,0
"distribuir",1,0,0,0,0,0,0,0,0,0,0
"distrito",1,0,0,0,0,0,0,0,0,0,0
"disturbio",2,0,1,0,0,1,1,1,0,1,0
"disuadir",1,0,0,0,0,0,0,0,0,0,0
"disyuntivo",1,0,0,0,0,0,0,0,0,0,0
"diurno",1,0,0,0,0,0,0,0,0,0,0
"divagar",2,0,0,1,0,0,0,0,0,1,0
"divan",1,0,0,0,0,0,0,0,1,0,0
"divergencia",1,0,0,0,0,0,0,0,0,0,0
"divergente",2,0,0,0,0,0,0,1,0,1,0
"divergir",1,0,0,0,0,0,0,0,0,0,0
"diversidad",1,0,0,0,0,0,0,0,0,0,0
"diversificado",1,0,0,0,0,0,0,0,0,0,1
"diversificar",1,0,0,0,0,0,0,0,0,0,0
"diversion",1,1,0,0,0,0,0,0,0,0,1
"diverso",1,0,0,0,0,0,0,0,0,1,1
"diversos",2,0,0,0,0,0,0,0,0,0,0
"divertida",1,1,0,1,0,0,0,0,0,0,1
"divertidisimo",1,1,0,0,0,0,0,1,0,0,1
"divertido",2,1,0,0,0,0,0,0,0,0,1
"dividendo",1,0,0,0,0,0,0,0,0,0,0
"dividido",1,0,0,0,0,0,0,0,0,0,0
"dividir",2,0,0,0,0,0,0,0,0,0,0
"divinidad",1,0,0,0,0,0,0,0,0,0,1
"divino",1,0,0,0,0,0,0,0,0,0,0
"divisa",1,0,0,0,0,0,0,0,0,0,0
